field_1,State_x,State_y,School Name,Institution Type,x_centroid,y_centroid,centroid_geom,geometry,nearest_polling_index,nearest_polling_distance,nearest_polling_name,nearest_polling_geometry
1099,MI,Michigan,great lakes christian college,"Private, 4 Year",-84.6384945,42.7544548,"-84.6384945, 42.7544548",POINT (-84.63849449999999 42.7544548),398,0.20218844031234148,2/42 COMMUNITY CHURCH,POINT (-84.444181 42.6985761)
1100,MI,Michigan,henry ford college,"Public, 4 Year",-83.23774754675405,42.32443326121248,"-83.23774754675405, 42.32443326121248","POLYGON ((-83.2419708 42.3253029, -83.24166510000001 42.325289, -83.2416171 42.3252855, -83.2414782 42.3252755, -83.2413833 42.3252687, -83.2408078 42.3251174, -83.2408373 42.3250546, -83.2408403 42.3249585, -83.2408896 42.324863, -83.2409454 42.3247706, -83.2410418 42.3247026, -83.24116549999999 42.3246373, -83.24123760000001 42.3245643, -83.24128810000001 42.3244558, -83.2413389 42.3243526, -83.2413499 42.324234, -83.2413523 42.3241401, -83.2413414 42.3240448, -83.2413147 42.3239438, -83.2412779 42.3238484, -83.241213 42.3237543, -83.2411938 42.3237321, -83.24117579999999 42.323707, -83.2411377 42.3236531, -83.2411031 42.3236089, -83.24105950000001 42.3235451, -83.2409282 42.3235444, -83.24080480000001 42.3231313, -83.2403928 42.3220756, -83.2403364 42.3220036, -83.24020779999999 42.3219154, -83.23991460000001 42.3218432, -83.2396863 42.3218509, -83.2385826 42.3219075, -83.2385565 42.321897, -83.2378628 42.3219224, -83.2377182 42.3219271, -83.23696200000001 42.3219577, -83.23646530000001 42.3219727, -83.2359111 42.3219902, -83.2352159 42.3220108, -83.2351085 42.3220124, -83.235021 42.3220198, -83.234888 42.3220256, -83.2347594 42.3220264, -83.2342855 42.3220345, -83.2340736 42.3220498, -83.233952 42.3220724, -83.23381860000001 42.3221219, -83.23372190000001 42.3221781, -83.233655 42.3222562, -83.2336313 42.3222942, -83.23356990000001 42.3223926, -83.2334931 42.3224524, -83.2334468 42.3224694, -83.23331020000001 42.3225197, -83.23341240000001 42.3226565, -83.2335108 42.3228119, -83.233594 42.323005, -83.2336607 42.3232766, -83.23370199999999 42.323455, -83.233845 42.324123, -83.23387820000001 42.3242958, -83.233909 42.324456, -83.2340628 42.325152, -83.2341 42.32533, -83.2341706 42.3255999, -83.2342539 42.3259253, -83.23430690000001 42.3261511, -83.23439399999999 42.326509, -83.2356589 42.326755, -83.2407297 42.3265693, -83.2407501 42.3277645, -83.24140800000001 42.3275728, -83.2416006 42.3271267, -83.2417148 42.3268145, -83.2418539 42.3265612, -83.2421035 42.3262951, -83.2423501 42.3260712, -83.2425489 42.3258545, -83.2427177 42.3256816, -83.24275950000001 42.3255011, -83.2426334 42.3253821, -83.2424257 42.325308, -83.2419708 42.3253029))",341,0.21751949755734368,1ST PRESBYTERIAN CHU,POINT (-83.2355949 42.5452229)
1101,MI,Michigan,hillsdale college,,-84.6336594,41.9328142,"-84.6336594, 41.9328142",POINT (-84.6336594 41.9328142),458,0.12581082457073542,CLERK - LITCHFIELD TOWNSHIP,POINT (-84.729536 42.0142761)
1102,MI,Michigan,hope college,"Private, 4 Year",-86.09666412553214,42.787318023206176,"-86.09666412553214, 42.787318023206176","MULTIPOLYGON (((-86.1085672 42.78661, -86.1088568 42.7866095, -86.10887839999999 42.7866041, -86.108891 42.7865947, -86.1089006 42.786584, -86.1089092 42.7865642, -86.10890240000001 42.7862334, -86.1085618 42.7862374, -86.1085672 42.78661)), ((-86.106458 42.7857278, -86.10645940000001 42.7853213, -86.1060839 42.7853233, -86.1060275 42.7853233, -86.10603690000001 42.7857308, -86.106458 42.7857278)), ((-86.1071424 42.7872476, -86.1071389 42.7867666, -86.10713370000001 42.7867473, -86.1071161 42.7867327, -86.107079 42.7867256, -86.1065792 42.786731, -86.1065887 42.7872489, -86.1071424 42.7872476)), ((-86.1024144 42.7858795, -86.10240930000001 42.7857862, -86.1025892 42.7857839, -86.10273650000001 42.7857822, -86.1027081 42.7849737, -86.1027046 42.7848754, -86.1042403 42.7848624, -86.10434979999999 42.7848615, -86.1043464 42.7846253, -86.1038046 42.7846297, -86.10380360000001 42.7844369, -86.1002886 42.7844502, -86.10027959999999 42.7835466, -86.0987683 42.7835549, -86.0987648 42.7831141, -86.0982554 42.7831195, -86.09824810000001 42.7840061, -86.09730930000001 42.7840061, -86.09731050000001 42.7861944, -86.0962569 42.7862069, -86.0962676 42.7867639, -86.0960997 42.7867694, -86.09611580000001 42.7871139, -86.0958851 42.7871237, -86.0958991 42.7876075, -86.0925111 42.7877228, -86.0924157 42.7877224, -86.0923559 42.7858754, -86.0922738 42.7858502, -86.0918104 42.7858766, -86.09145909999999 42.7858565, -86.09109960000001 42.7858658, -86.0910344 42.7858603, -86.09105409999999 42.7857166, -86.0910552 42.7856194, -86.09104259999999 42.7855435, -86.09101560000001 42.785441, -86.0909405 42.785252, -86.090801 42.7850631, -86.0906368 42.7849111, -86.0906052 42.7848819, -86.09035849999999 42.7847323, -86.0903029 42.7847139, -86.090262 42.7847042, -86.0902655 42.7844289, -86.0875751 42.7852541, -86.0859325 42.7852359, -86.08694149999999 42.7871824, -86.0872439 42.7876391, -86.0877301 42.7881778, -86.0887685 42.7888867, -86.0894502 42.7891808, -86.0901269 42.7894113, -86.09076159999999 42.7895853, -86.0912919 42.7897599, -86.0926008 42.7901498, -86.0925963 42.7902935, -86.0926619 42.7903325, -86.0937287 42.7903252, -86.0939159 42.7902796, -86.0940701 42.7901927, -86.0941728 42.7900911, -86.0942786 42.7898812, -86.09440650000001 42.789684, -86.09458170000001 42.7895188, -86.0947749 42.7894535, -86.09961749999999 42.789406, -86.0996208 42.7895088, -86.0996229 42.7895749, -86.0996335 42.7899096, -86.1003156 42.7899149, -86.10059990000001 42.7899171, -86.1010765 42.7899179, -86.1010814 42.7902481, -86.1011482 42.7902476, -86.1013547 42.7902462, -86.1033491 42.790232, -86.1033508 42.7898508, -86.1033522 42.7895368, -86.103353 42.7893637, -86.1043986 42.7893516, -86.1043987 42.7893406, -86.1044041 42.7885903, -86.104404 42.7885035, -86.10450830000001 42.7885028, -86.1063762 42.7884898, -86.1063561 42.7875718, -86.1061954 42.7875744, -86.1061369 42.7875762, -86.1061349 42.7871429, -86.1061067 42.7871409, -86.1061054 42.7867807, -86.1061053 42.7867339, -86.1047123 42.7867434, -86.1043624 42.7867443, -86.10425239999999 42.7867434, -86.1042509 42.7867767, -86.10407069999999 42.7867789, -86.10406020000001 42.786779, -86.10351729999999 42.7867828, -86.1033973 42.7867915, -86.10334450000001 42.7867834, -86.1032759 42.7867718, -86.1032333 42.7867655, -86.10308929999999 42.7867386, -86.10297129999999 42.7867151, -86.1028665 42.7867102, -86.1027643 42.7867055, -86.1024465 42.7867121, -86.1024353 42.7866535, -86.1024445 42.7865859, -86.10245329999999 42.7864767, -86.1024365 42.7864201, -86.1024117 42.7863625, -86.1023902 42.7863301, -86.10238819999999 42.7862923, -86.1023969 42.7861987, -86.1024117 42.7860387, -86.1024177 42.7859565, -86.1024144 42.7858795)))",474,0.19037855103771317,CLERK - CLYDE TOWNSHIP,POINT (-86.11379770000001 42.59333)
1103,MI,Michigan,jackson college,"Public, 4 Year",-84.40327899622976,42.16399893157651,"-84.40327899622976, 42.16399893157651","POLYGON ((-84.39851830000001 42.1674337, -84.4037033 42.1674475, -84.4079636 42.1674407, -84.40797430000001 42.16324, -84.40797430000001 42.1618122, -84.40797430000001 42.1615906, -84.40797430000001 42.1604683, -84.39857720000001 42.160632, -84.3985526 42.1634724, -84.39851830000001 42.1674337))",446,0.08061295974178012,1ST PRESBY CHURCH,POINT (-84.4213288 42.246938)
1104,MI,Michigan,kalamazoo college,"Private, 4 Year",-85.60000833066587,42.290448622018495,"-85.60000833066587, 42.290448622018495","POLYGON ((-85.6042151 42.28876, -85.6039926 42.2887587, -85.60377769999999 42.2887574, -85.6032293 42.2887542, -85.60309530000001 42.288754, -85.6026181 42.2887534, -85.6022669 42.2887503, -85.6013162 42.2887525, -85.5993282 42.2887462, -85.5991756 42.2888017, -85.5948116 42.2916423, -85.59513629999999 42.2916808, -85.5959046 42.2917776, -85.5967776 42.2918839, -85.5977084 42.2920029, -85.59860159999999 42.2921122, -85.5990334 42.2921691, -85.6000646 42.2922917, -85.6008202 42.292389, -85.60115209999999 42.2924361, -85.6012214 42.2919601, -85.6013426 42.2919562, -85.6013834 42.2918095, -85.60148940000001 42.2918024, -85.6015319 42.2914962, -85.6017842 42.2915014, -85.6018711 42.2910207, -85.6025132 42.2910301, -85.6026016 42.290494, -85.6026097 42.2904427, -85.6026214 42.2903682, -85.60297060000001 42.2903578, -85.6033334 42.290347, -85.6039763 42.2903466, -85.6041374 42.2903466, -85.60425669999999 42.2903465, -85.6042502 42.2898098, -85.6042418 42.2895618, -85.6042344 42.2893392, -85.6042243 42.2890371, -85.60422320000001 42.2890029, -85.6042151 42.28876))",435,0.2464210710101906,CLERK - MARTIN TOWNSHIP,POINT (-85.6412706 42.5355695)
1105,MI,Michigan,kalamazoo valley community college,"Public, 2 Year",-85.682550172778,42.22692748573449,"-85.682550172778, 42.22692748573449","POLYGON ((-85.686898 42.2227275, -85.6834771 42.2227275, -85.6834674 42.2244532, -85.6810109 42.2244604, -85.6756026 42.2274299, -85.6755734 42.2285286, -85.6786001 42.2285069, -85.6785907 42.2299426, -85.6788663 42.2299447, -85.6809631 42.2299602, -85.6817356 42.2299659, -85.6827012 42.229973, -85.6854139 42.229993, -85.68668769999999 42.2300024, -85.686899 42.230004, -85.686898 42.2227275))",439,0.21127818362852915,CLERK - PARK TOWNSHIP,POINT (-85.5823872 42.0372031)
1106,MI,Michigan,kalamazoo valley community college,"Public, 2 Year",-85.584485,42.2928909,"-85.584485, 42.2928909",POINT (-85.584485 42.2928909),435,0.24923384052997039,CLERK - MARTIN TOWNSHIP,POINT (-85.6412706 42.5355695)
1107,MI,Michigan,kellogg community college,"Public, 2 Year",-85.17771885071546,42.335881408156496,"-85.17771885071546, 42.335881408156496","POLYGON ((-85.1805122 42.3392539, -85.18048779999999 42.3380759, -85.1804228 42.3377063, -85.18023169999999 42.3367687, -85.1800935 42.3361346, -85.1798495 42.3349445, -85.1797804 42.3345268, -85.1796951 42.3339978, -85.17969100000001 42.3338686, -85.1793617 42.3339167, -85.1789795 42.3340008, -85.17872749999999 42.334109, -85.17862580000001 42.3341541, -85.1785323 42.3341481, -85.1783535 42.334067, -85.17821929999999 42.3340008, -85.1785201 42.3336041, -85.1781258 42.3334208, -85.17822339999999 42.3332315, -85.17819489999999 42.3331654, -85.1781258 42.3330602, -85.17780620000001 42.3330119, -85.1775485 42.332973, -85.17742250000001 42.3328017, -85.1772151 42.3326665, -85.17712520000001 42.332611, -85.17687979999999 42.3324604, -85.1767858 42.3323292, -85.1766709 42.3321053, -85.17642549999999 42.3319354, -85.1760756 42.331835, -85.17485569999999 42.331832, -85.1748982 42.3336373, -85.1755423 42.3336608, -85.1755196 42.3363672, -85.17574070000001 42.3364297, -85.1759292 42.3365791, -85.1760204 42.3365855, -85.1760955 42.3366133, -85.1762215 42.3366569, -85.17641999999999 42.3367184, -85.1765327 42.336764, -85.1766396 42.3368014, -85.1767285 42.3367997, -85.17682240000001 42.3367858, -85.17689439999999 42.3367895, -85.17699399999999 42.3367858, -85.1770879 42.336756, -85.1771706 42.3367815, -85.1770745 42.3368036, -85.1769994 42.3368274, -85.1769511 42.336879, -85.17692700000001 42.3369781, -85.1769323 42.3370971, -85.1769752 42.3371407, -85.1769994 42.3371645, -85.1769963 42.3371979, -85.1769511 42.3372061, -85.1768814 42.3372537, -85.1768277 42.3373469, -85.1767741 42.337452, -85.1767254 42.3375171, -85.1766342 42.3375409, -85.176479 42.3375789, -85.1764768 42.3377008, -85.17607289999999 42.338216, -85.1761753 42.3392116, -85.17810059999999 42.3392247, -85.1805122 42.3392539))",421,0.13373691988452233,CLERK - ASSYRIA TOWNSHIP,POINT (-85.12902510000001 42.4643612)
1108,MI,Michigan,kellogg community college,"Public, 2 Year",-85.1783259,42.3355963,"-85.1783259, 42.3355963",POINT (-85.1783259 42.3355963),421,0.13788026817732044,CLERK - ASSYRIA TOWNSHIP,POINT (-85.12902510000001 42.4643612)
1109,MI,Michigan,kettering university,"Private, 4 Year",-83.71005005908887,43.012706449482074,"-83.71005005908887, 43.012706449482074","POLYGON ((-83.70060839999999 43.0173537, -83.70086980000001 43.0176585, -83.7012879 43.0174591, -83.70155010000001 43.017768, -83.7009822 43.01802, -83.70123839999999 43.0183333, -83.7018333 43.0180715, -83.7019497 43.0182215, -83.70289649999999 43.0193381, -83.7033775 43.019125, -83.7031501 43.0188394, -83.7036078 43.0186434, -83.7027829 43.0176566, -83.70358450000001 43.017305, -83.70360460000001 43.0172912, -83.70361200000001 43.0172714, -83.70360959999999 43.0172461, -83.7035972 43.0172209, -83.70303199999999 43.0165477, -83.70297119999999 43.0164744, -83.70404120000001 43.0160144, -83.7041646 43.0161795, -83.70530979999999 43.0156722, -83.70547910000001 43.01588, -83.7059033 43.0157012, -83.7059807 43.0158005, -83.70556689999999 43.0159824, -83.7057341 43.0161871, -83.7057926 43.0162528, -83.7058176 43.0162712, -83.705849 43.0162834, -83.70587829999999 43.0162849, -83.7059138 43.0162773, -83.70603079999999 43.0162223, -83.70585939999999 43.0160267, -83.70603079999999 43.0159441, -83.70619379999999 43.0161504, -83.70660549999999 43.015964, -83.70662230000001 43.0159487, -83.7066243 43.0159304, -83.7066202 43.0159105, -83.7066118 43.0158907, -83.70569020000001 43.0148226, -83.70577249999999 43.0147837, -83.7064957 43.0144589, -83.7073595 43.0140817, -83.70897119999999 43.0133688, -83.7090132 43.0134302, -83.70959689999999 43.013178, -83.7095735 43.013146, -83.71025710000001 43.0128473, -83.7109087 43.0136071, -83.7101954 43.0139337, -83.71046939999999 43.0142567, -83.7105749 43.0142061, -83.7112583 43.0138944, -83.71136490000001 43.0140181, -83.71213400000001 43.0149151, -83.7125771 43.014718, -83.7121862 43.0142596, -83.7128048 43.0140029, -83.7129542 43.0139434, -83.71348020000001 43.014569, -83.7140795 43.0152669, -83.7142489 43.015474, -83.7142803 43.0155003, -83.7143118 43.0155145, -83.71433279999999 43.01552, -83.7143567 43.0155233, -83.7143987 43.0155222, -83.7144332 43.0155134, -83.7144601 43.0154948, -83.71447809999999 43.0154663, -83.7145201 43.01536, -83.714574 43.0152023, -83.7147928 43.0145438, -83.7149 43.014226, -83.71503679999999 43.0138041, -83.7151497 43.0134404, -83.7151685 43.0133533, -83.71517679999999 43.0132723, -83.71517679999999 43.0131668, -83.715158 43.0130354, -83.7151246 43.0129285, -83.7150891 43.0128414, -83.7150326 43.012742, -83.7149459 43.0126244, -83.7148732 43.0125408, -83.7147209 43.0123587, -83.7170708 43.011263, -83.7189276 43.0104765, -83.719966 43.0105538, -83.72002519999999 43.0104001, -83.720034 43.0100939, -83.71993260000001 43.00982, -83.719756 43.0096092, -83.7195499 43.009454, -83.7190349 43.009331, -83.7188204 43.0093214, -83.71781180000001 43.0094409, -83.717071 43.0095032, -83.71671019999999 43.0094908, -83.7156875 43.0092526, -83.7143142 43.0088904, -83.7135632 43.0087505, -83.7130224 43.0086987, -83.7122099 43.0087599, -83.71179480000001 43.0088471, -83.7116413 43.0089074, -83.70967109999999 43.0097831, -83.7094707 43.0098671, -83.7085537 43.0102515, -83.70736960000001 43.0108058, -83.70701149999999 43.0110166, -83.706755 43.011318, -83.7065247 43.0128325, -83.70649210000001 43.0129728, -83.70666610000001 43.0128836, -83.7067689 43.0130133, -83.7064044 43.0137486, -83.7064793 43.013822, -83.7059653 43.0140663, -83.7051562 43.0144432, -83.7046557 43.0146591, -83.7044939 43.0147325, -83.70315669999999 43.0152848, -83.7029636 43.0150369, -83.7028942 43.01508, -83.7025189 43.0155134, -83.7022144 43.0157248, -83.70173800000001 43.0159385, -83.7012582 43.0160376, -83.70014279999999 43.0160206, -83.6997788 43.0159473, -83.69928539999999 43.0157376, -83.6985937 43.0159765, -83.6986527 43.0160363, -83.69852229999999 43.0160954, -83.6976892 43.016457, -83.6976727 43.0164723, -83.69766970000001 43.0164887, -83.6976817 43.0165172, -83.6976907 43.0165326, -83.6978781 43.016756, -83.6983316 43.0165635, -83.6986137 43.0168767, -83.69814770000001 43.0170754, -83.698319 43.0172771, -83.6983441 43.0172969, -83.698365 43.0173, -83.6983922 43.0172985, -83.6984214 43.0172908, -83.698932 43.0170633, -83.698993 43.0171317, -83.69935479999999 43.0175835, -83.70005329999999 43.0172427, -83.70027140000001 43.0175173, -83.70060839999999 43.0173537))",360,0.27166420162770644,CLERK - HAZELTON TOWNSHIP,POINT (-83.9699201 43.1169699)
1110,MI,Michigan,kirtland community college,"Public, 2 Year",-84.7062975,44.6016985,"-84.7062975, 44.6016985",POINT (-84.70629750000001 44.6016985),524,0.3410830399344422,CLERK - HAYES TOWNSHIP,POINT (-84.77794710000001 44.9351711)
1111,MI,Michigan,lake michigan college,"Public, 4 Year",-86.24438978987926,42.41038526821938,"-86.24438978987926, 42.41038526821938","POLYGON ((-86.2449417 42.4103982, -86.24489370000001 42.4102564, -86.2446417 42.4103007, -86.24463679999999 42.4100597, -86.2444952 42.4100597, -86.2444952 42.4101518, -86.2444472 42.4101394, -86.244428 42.410166, -86.2444112 42.4101908, -86.24438480000001 42.410221, -86.2443488 42.4102546, -86.244308 42.4102883, -86.2442623 42.4103185, -86.2442167 42.4103415, -86.2441711 42.4103628, -86.2441183 42.4103787, -86.2440679 42.4103929, -86.2440895 42.410423, -86.2439887 42.4104425, -86.2440103 42.4104833, -86.24372940000001 42.4105382, -86.2437702 42.4106481, -86.2449417 42.4103982))",441,0.20871096425842248,CLERK - WATERVLIET CHARTER TOWNSHIP,POINT (-86.253331 42.2015299)
1112,MI,Michigan,lake michigan college,"Public, 4 Year",-86.39340583352232,42.09661950520202,"-86.39340583352232, 42.09661950520202","POLYGON ((-86.3882072 42.0942512, -86.3883325 42.099625, -86.3907181 42.0995859, -86.39068039999999 42.0985585, -86.3994174 42.0986255, -86.39946260000001 42.0966097, -86.3992293 42.0963249, -86.3974383 42.0942588, -86.3882072 42.0942512))",431,0.13791392102340916,CLERK - COLOMA CHARTER TOWNSHIP,POINT (-86.2944438 42.2006456)
1113,MI,Michigan,lansing community college,"Public, 2 Year",-84.55260240996255,42.738548770137946,"-84.55260240996255, 42.738548770137946","POLYGON ((-84.5536967 42.7406059, -84.553726 42.7405819, -84.55374550000001 42.7405437, -84.5537569 42.7398692, -84.5537472 42.7386194, -84.55462180000001 42.7386094, -84.55529 42.7386107, -84.5553585 42.7386018, -84.5553929 42.7373032, -84.5536816 42.7373077, -84.5536972 42.7360234, -84.5530881 42.7360115, -84.5523713 42.7360127, -84.5523781 42.736392, -84.55203299999999 42.7363859, -84.5507301 42.7363946, -84.5507372 42.7366573, -84.5515989 42.7366538, -84.55159449999999 42.7364045, -84.55212589999999 42.7364025, -84.552128 42.736603, -84.5521418 42.7372986, -84.55071940000001 42.7372868, -84.55060140000001 42.7389197, -84.5505801 42.7405313, -84.550786 42.7407582, -84.5536871 42.7407771, -84.5536967 42.7406059))",398,0.11306170727995835,2/42 COMMUNITY CHURCH,POINT (-84.444181 42.6985761)
1114,MI,Michigan,lawrence technological university,"Private, 4 Year",-83.25056145418668,42.474851326032585,"-83.25056145418668, 42.474851326032585","POLYGON ((-83.2544609 42.4767113, -83.2546388 42.4766598, -83.25480640000001 42.4765414, -83.25488660000001 42.4764024, -83.25489709999999 42.4762223, -83.2548587 42.4737976, -83.25410840000001 42.473813, -83.2540805 42.4732647, -83.2547795 42.473249, -83.2548717 42.4732481, -83.2548527 42.4729443, -83.25483370000001 42.4727738, -83.2548242 42.4727387, -83.2547862 42.472699, -83.2547545 42.4726873, -83.254707 42.472678, -83.25363520000001 42.4727104, -83.2535984 42.4722738, -83.2535846 42.472074, -83.25355709999999 42.4719327, -83.2535366 42.4718542, -83.2533865 42.4717699, -83.25314349999999 42.4716559, -83.2529251 42.4715871, -83.25271650000001 42.4715237, -83.2524466 42.4714405, -83.252319 42.4714495, -83.2523083 42.4714897, -83.2522601 42.47154, -83.2521741 42.4715451, -83.2520908 42.4715147, -83.25197300000001 42.4714368, -83.2518257 42.4713518, -83.2516638 42.4712468, -83.25157299999999 42.4711952, -83.2514503 42.4711916, -83.2513063 42.4712189, -83.2511337 42.4712893, -83.25090299999999 42.4713382, -83.25075579999999 42.4713852, -83.2505963 42.4714287, -83.2504368 42.4714504, -83.25034839999999 42.471445, -83.2501987 42.4714975, -83.2499754 42.4715789, -83.249757 42.4716169, -83.2495165 42.4716604, -83.2493104 42.4717273, -83.2492163 42.4717477, -83.2491313 42.4717255, -83.2490462 42.4717066, -83.24897679999999 42.471713, -83.2488931 42.4717837, -83.24876070000001 42.4718269, -83.24865029999999 42.4718269, -83.2484343 42.4718233, -83.2483213 42.4718241, -83.2482408 42.4718656, -83.24816439999999 42.4719174, -83.24808090000001 42.4719916, -83.2479656 42.4720713, -83.2479313 42.4722088, -83.24787240000001 42.4723482, -83.2478478 42.4724803, -83.247885 42.4725866, -83.2479431 42.4728209, -83.2451988 42.4728835, -83.2434873 42.4729119, -83.2434296 42.472919, -83.24339500000001 42.4729289, -83.24333919999999 42.4729686, -83.24331530000001 42.4730033, -83.2433042 42.4730338, -83.2519779 42.4792992, -83.2527757 42.4792456, -83.2527853 42.479318, -83.25391639999999 42.4792255, -83.2539225 42.4774628, -83.25447130000001 42.4774474, -83.2544621 42.4767947, -83.2544609 42.4767113), (-83.254244 42.4767345, -83.2534182 42.4767327, -83.2532121 42.4766746, -83.2534909 42.4761486, -83.2534793 42.4756964, -83.25423600000001 42.4759057, -83.254244 42.4767345))",341,0.06792891071325984,1ST PRESBYTERIAN CHU,POINT (-83.2355949 42.5452229)
1115,MI,Michigan,macomb community college,"Public, 2 Year",-82.97260556747818,42.505156880595905,"-82.97260556747818, 42.505156880595905","POLYGON ((-82.96828910000001 42.5016545, -82.96832809999999 42.5025713, -82.9685897 42.5087236, -82.9755175 42.5082998, -82.9777003 42.5081663, -82.9776787 42.5070313, -82.97766369999999 42.5062482, -82.9776628 42.5061965, -82.9776608 42.5060916, -82.9776348 42.5047297, -82.97762729999999 42.5043361, -82.97530449999999 42.504368, -82.975337 42.5011867, -82.96828910000001 42.5016545))",347,0.12853470773553635,CLERK - GROSSE POINTE PARK CITY,POINT (-82.9379916 42.3767416)
1116,MI,Michigan,madonna university,"Private, 4 Year",-83.41027453375241,42.39110659532231,"-83.41027453375241, 42.39110659532231","POLYGON ((-83.4108509 42.3921304, -83.4108347 42.3916652, -83.4108648 42.3916647, -83.4108639 42.3916404, -83.4108631 42.3916162, -83.410833 42.3916167, -83.4108281 42.391477, -83.41084240000001 42.3914767, -83.41084189999999 42.3914637, -83.4108354 42.3912777, -83.4108212 42.391278, -83.4108147 42.3910916, -83.4106063 42.3910956, -83.4104695 42.3910982, -83.4104686 42.3910734, -83.4104679 42.3910525, -83.4103812 42.3910542, -83.4103623 42.3905119, -83.4104535 42.3905101, -83.41045269999999 42.3904881, -83.41044719999999 42.3903297, -83.4103968 42.3903307, -83.41039480000001 42.3902731, -83.410354 42.3902739, -83.4103482 42.3901064, -83.41028900000001 42.3901075, -83.4102293 42.3901087, -83.41023149999999 42.3901711, -83.4101076 42.3901735, -83.4099741 42.390176, -83.4099719 42.3901118, -83.40988350000001 42.3901135, -83.409843 42.3901143, -83.40984950000001 42.3903015, -83.4098683 42.3903011, -83.4098702 42.3903559, -83.40996250000001 42.3903542, -83.409998 42.3903535, -83.4099949 42.3902668, -83.4101892 42.3902631, -83.4101957 42.3904513, -83.4101666 42.3904519, -83.4101515 42.3904914, -83.41014699999999 42.3905055, -83.4101216 42.390506, -83.41012859999999 42.3907061, -83.410016 42.3907082, -83.40990189999999 42.3907104, -83.40989860000001 42.3906143, -83.40989449999999 42.3904967, -83.4098913 42.3904057, -83.40978819999999 42.3904077, -83.4097836 42.3902785, -83.40957469999999 42.3902824, -83.4095813 42.3904724, -83.4095611 42.3904727, -83.4095737 42.3908339, -83.409577 42.3909299, -83.4102012 42.390918, -83.4102061 42.3910575, -83.4098639 42.391064, -83.40986770000001 42.3911726, -83.40987149999999 42.3912828, -83.4102786 42.3912751, -83.4102872 42.3915225, -83.4099252 42.3915294, -83.4099263 42.3915592, -83.4099286 42.3916242, -83.41035100000001 42.3916162, -83.4103599 42.3918717, -83.41046489999999 42.3918697, -83.4104743 42.3921376, -83.4108509 42.3921304))",341,0.23234629241152255,1ST PRESBYTERIAN CHU,POINT (-83.2355949 42.5452229)
1117,MI,Michigan,madonna university,"Private, 4 Year",-83.40450804466191,42.38478363112071,"-83.40450804466191, 42.38478363112071","POLYGON ((-83.402597 42.3874033, -83.4059022 42.3873186, -83.40586740000001 42.3865796, -83.4067299 42.3865575, -83.40652969999999 42.3822957, -83.402362 42.3824026, -83.402597 42.3874033))",341,0.2297753849927586,1ST PRESBYTERIAN CHU,POINT (-83.2355949 42.5452229)
1118,MI,Michigan,madonna university,"Private, 4 Year",-83.40132835282346,42.38289296538622,"-83.40132835282346, 42.38289296538622","POLYGON ((-83.4020797 42.3832642, -83.40203459999999 42.3824841, -83.4005812 42.3825253, -83.4006116 42.3832959, -83.4020797 42.3832642))",341,0.23119443031330297,1ST PRESBYTERIAN CHU,POINT (-83.2355949 42.5452229)
1119,MI,Michigan,marygrove college,"Private, 4 Year",-83.15517777822954,42.41547313652691,"-83.15517777822954, 42.41547313652691","POLYGON ((-83.160179 42.4168456, -83.1601381 42.4159176, -83.1578123 42.4159578, -83.1578033 42.415653, -83.158036 42.4156493, -83.1580101 42.4147789, -83.160084 42.4147311, -83.160071 42.4144446, -83.1589547 42.4144678, -83.1589324 42.4138826, -83.1511883 42.4139881, -83.1512152 42.4150824, -83.15117429999999 42.4150827, -83.15123920000001 42.4170093, -83.160179 42.4168456))",341,0.14889019151071892,1ST PRESBYTERIAN CHU,POINT (-83.2355949 42.5452229)
1120,MI,Michigan,michigan state university,"Public, 4 Year",-84.47961594806999,42.72256603079181,"-84.47961594806999, 42.72256603079181","POLYGON ((-84.4935758 42.733427, -84.49431749999999 42.7333088, -84.49783119999999 42.7333096, -84.49783669999999 42.7298675, -84.4938339 42.7298829, -84.493827 42.7290538, -84.4938361 42.7290229, -84.4951866 42.7290497, -84.496071 42.7289117, -84.49785350000001 42.7282772, -84.4988628 42.7280339, -84.5002595 42.7278326, -84.50043239999999 42.7277239, -84.5006229 42.7275616, -84.5006219 42.7263293, -84.4938097 42.7263455, -84.4936975 42.713453, -84.4936896 42.7125012, -84.493684 42.711821, -84.46684689999999 42.7118056, -84.4622979 42.711805, -84.462059 42.711805, -84.462073 42.7147256, -84.46211599999999 42.723683, -84.4621058 42.7283777, -84.46258760000001 42.7285168, -84.4661237 42.7295255, -84.4666356 42.7296322, -84.4671194 42.7295638, -84.4683193 42.7290447, -84.46958720000001 42.7283682, -84.4700115 42.7283139, -84.4706339 42.7282746, -84.4715345 42.7283088, -84.4719528 42.7282613, -84.47199019999999 42.7285021, -84.4719904 42.728748, -84.471988 42.728838, -84.4719774 42.7289274, -84.4719577 42.7290325, -84.4719078 42.7292605, -84.4719036 42.7297737, -84.47190809999999 42.7306319, -84.4719083 42.7307164, -84.47191050000001 42.7308887, -84.4719156 42.7314481, -84.4719178 42.73168, -84.47191549999999 42.7317749, -84.4719114 42.7319471, -84.4785747 42.7336937, -84.48541299999999 42.735501, -84.4911194 42.7339895, -84.49341680000001 42.7334632, -84.4935758 42.733427))",398,0.02224020411799085,2/42 COMMUNITY CHURCH,POINT (-84.444181 42.6985761)
